horizon,threshold,accuracy,f1_macro,f1_weighted,precision_0,recall_0,precision_2,recall_2
8,0.018,0.45807630797349785,0.35626540905857795,0.5071380438134512,0.17058823529411765,0.35121107266435986,0.17615658362989323,0.3235294117647059
8,0.02,0.4699565912725611,0.3451050304798176,0.5272144696756367,0.14741379310344827,0.333984375,0.15188679245283018,0.30666666666666664
8,0.022,0.47543979894905186,0.3387574312146078,0.5429115736344214,0.1286549707602339,0.34451901565995524,0.1402321083172147,0.32293986636971045
8,0.024,0.49874343157413753,0.3433082889165735,0.5724522486791801,0.12786885245901639,0.38613861386138615,0.12684989429175475,0.3037974683544304
8,0.026,0.5033127713045465,0.3191149630882542,0.5887013544193411,0.10026857654431513,0.31728045325779036,0.08943089430894309,0.26666666666666666
8,0.028,0.5154215215901302,0.31895901201707133,0.6054209543938538,0.09982486865148861,0.36538461538461536,0.07934782608695652,0.25704225352112675
8,0.03,0.5412382910669409,0.31993062207197126,0.6344288971501507,0.07970342910101946,0.3104693140794224,0.08323699421965318,0.2868525896414343
8,0.032,0.553575508339045,0.32048689888376586,0.6492990872064294,0.08412098298676748,0.3531746031746032,0.07151370679380215,0.28169014084507044
8,0.034,0.5496915695681974,0.3060820172939826,0.654026259340125,0.055506607929515416,0.2930232558139535,0.0718954248366013,0.3107344632768362
8,0.036,0.5807630797349783,0.310012779666993,0.6855419663550518,0.056695992179863146,0.3118279569892473,0.059602649006622516,0.2922077922077922
8,0.038,0.5931002970070824,0.3039430975962079,0.7008117794789771,0.046242774566473986,0.2891566265060241,0.051698670605613,0.28
8,0.04,0.6084075851039524,0.30519624432765485,0.7173881304488329,0.04212637913741224,0.2978723404255319,0.04984894259818731,0.2972972972972973
9,0.01,0.4066712360063971,0.3822946649764906,0.4170280368535532,0.27883981542518127,0.4055608820709492,0.2960352422907489,0.29708222811671087
9,0.012,0.40986977381768336,0.3746757613127867,0.4297208555271799,0.24383744170552965,0.3982589771490751,0.26788830715532286,0.31135902636916835
9,0.014,0.404615033127713,0.3573940102455975,0.43501519155820356,0.2078272604588394,0.3793103448275862,0.22984562607204118,0.3145539906103286
9,0.016,0.431117203564085,0.36554276345213704,0.46704111529534204,0.199854121079504,0.3779310344827586,0.2202486678507993,0.32847682119205296
9,0.018,0.4450536897418323,0.3602054301653311,0.4890129421591585,0.18461538461538463,0.3590551181102362,0.19161676646706588,0.3373493975903614
9,0.02,0.4578478409869774,0.3519176780363184,0.5120399138663317,0.1608730800323363,0.3651376146788991,0.16772438803263826,0.3178694158075601
9,0.022,0.4816084075851039,0.352296999234406,0.5410496707746107,0.15579119086460033,0.37896825396825395,0.14762386248736098,0.2937625754527163
9,0.024,0.4818368745716244,0.34146040888186735,0.5500965417946153,0.13312202852614896,0.3775280898876405,0.13655462184873948,0.3037383177570093
9,0.026,0.49280328992460587,0.3350547527210271,0.5681217868234552,0.1261487050960735,0.3756218905472637,0.11363636363636363,0.29649595687331537
9,0.028,0.5151930546036098,0.3354719071201526,0.5971274030289166,0.11403508771929824,0.37681159420289856,0.10498409331919406,0.3009118541033435
9,0.03,0.5186200594014165,0.3307284248677243,0.6069867566360426,0.10308370044052863,0.3786407766990291,0.09926082365364308,0.33098591549295775
9,0.032,0.5193054603609778,0.31617228757864196,0.6149876798030443,0.08975521305530372,0.3535714285714286,0.07820646506777894,0.29880478087649404
9,0.034,0.540324423120859,0.32047122213533574,0.6398942952833833,0.0776255707762557,0.35269709543568467,0.08361204013377926,0.3393665158371041
9,0.036,0.5570025131368517,0.3141359652761744,0.660555116650755,0.06919431279620854,0.3459715639810427,0.06839622641509434,0.31868131868131866
9,0.038,0.5707105323280786,0.30415627350130464,0.6780778960838283,0.05024630541871921,0.2802197802197802,0.06,0.31788079470198677
9,0.04,0.5837331505597441,0.29970684910190576,0.6944535844658056,0.044061302681992334,0.2911392405063291,0.05042016806722689,0.2926829268292683
10,0.01,0.4146675805346127,0.3973658987537829,0.4221069578918517,0.3038961038961039,0.42778793418647165,0.3287316652286454,0.3220625528317836
10,0.012,0.40370116518163124,0.3719810852859397,0.4181049546343296,0.2611842105263158,0.4059304703476483,0.2689152233363719,0.28612997090203685
10,0.014,0.4048435001142335,0.36137085705847466,0.4299773105070912,0.22667588113337941,0.3791907514450867,0.233446519524618,0.3005464480874317
10,0.016,0.42654786383367604,0.36583384877788094,0.4585568069191516,0.2137240886347391,0.3893229166666667,0.21903052064631956,0.3023543990086741
10,0.018,0.44756682659355723,0.3680390739352022,0.4865348935457683,0.2055003819709702,0.3904208998548621,0.19708029197080293,0.30725462304409673
10,0.02,0.4635595156499886,0.3652248744028634,0.5100939126645655,0.18373729476153244,0.3871499176276771,0.1844380403458213,0.3086816720257235
10,0.022,0.4713273931916838,0.35228265531667885,0.5255243505656456,0.16277195809830783,0.3713235294117647,0.15568862275449102,0.2831215970961887
10,0.024,0.47064199223212244,0.34218703784225246,0.5332865571378077,0.1393258426966292,0.38193018480492813,0.14782608695652175,0.27755102040816326
10,0.026,0.4861777473155129,0.3392998788969863,0.5554859859097924,0.1321056845476381,0.3733031674208145,0.12779552715654952,0.2830188679245283
10,0.028,0.5033127713045465,0.33300595901764507,0.5804351171162183,0.10243492863140219,0.3168831168831169,0.125,0.3095890410958904
10,0.03,0.5115375828192826,0.33183384565944263,0.5946576621718954,0.10243492863140219,0.3515850144092219,0.11148272017837235,0.31545741324921134
10,0.032,0.5204477952935801,0.3250904966683826,0.6106009088003618,0.09332191780821918,0.36577181208053694,0.09561304836895389,0.302491103202847
10,0.034,0.5222755311857437,0.31178911923003044,0.6191050643033437,0.0728363324764353,0.3269230769230769,0.08548009367681499,0.3004115226337449
10,0.036,0.5352981494174092,0.30770759600487785,0.6368205700956946,0.06133333333333333,0.3,0.07875894988066826,0.3142857142857143
10,0.038,0.5496915695681974,0.3085865629798685,0.6559177615882358,0.054694621695533276,0.2955665024630542,0.0761789600967352,0.3620689655172414
10,0.04,0.5563171121772904,0.30207421033347165,0.6653543014553511,0.055347091932457786,0.3072916666666667,0.058465286236297195,0.3221476510067114
11,0.01,0.40278729723554946,0.38860329436658786,0.4087460380762269,0.3016077170418006,0.40853658536585363,0.3276595744680851,0.3135179153094462
11,0.012,0.4048435001142335,0.37533049892694,0.41458468097603424,0.2653651482284888,0.35631067961165047,0.2963940193491645,0.30776255707762556
11,0.014,0.4187799862919808,0.3706656853208011,0.434072809266371,0.2383073496659243,0.3519736842105263,0.2681992337164751,0.28600612870275793
11,0.016,0.42951793465844185,0.368678873854502,0.45337008409697716,0.22649888971132495,0.375,0.23298178331735378,0.28027681660899656
11,0.018,0.4512222983778844,0.36975842308756973,0.4816077151702492,0.21089494163424125,0.3677069199457259,0.21327967806841047,0.2800528401585205
11,0.02,0.46104637879826366,0.3665029813352958,0.49864698807297214,0.196781272860278,0.4045112781954887,0.19599109131403117,0.2603550295857988
11,0.022,0.47338359607036784,0.35526613049627076,0.5214086875189373,0.16854778028592926,0.3875432525951557,0.16647531572904709,0.2457627118644068
11,0.024,0.47246972812428606,0.33935768439738306,0.529956965745134,0.1377072819033886,0.3701550387596899,0.1509433962264151,0.23210831721470018
11,0.026,0.4852638793694311,0.34278383464149714,0.5501737449763567,0.13353338334583645,0.38362068965517243,0.14218009478672985,0.2643171806167401
11,0.028,0.4966872286954535,0.33473753736519796,0.5688503665582799,0.11644374508261211,0.3627450980392157,0.12514898688915377,0.26515151515151514
11,0.03,0.5119945167923236,0.33664291015202535,0.588546753111561,0.1169255928045789,0.3783068783068783,0.11242603550295859,0.268361581920904
11,0.032,0.5215901302261823,0.33039035761582636,0.6041843923352856,0.09503784693019345,0.3383233532934132,0.11097560975609756,0.2993421052631579
11,0.034,0.5359835503769705,0.3292351015035252,0.6242322505747809,0.08392226148409894,0.3298611111111111,0.10589651022864019,0.32592592592592595
11,0.036,0.5455791638108294,0.3230208969368444,0.6397421832994085,0.07596067917783736,0.3333333333333333,0.09135802469135802,0.3148936170212766
11,0.038,0.55608864519077,0.3166412557731975,0.6557515109199592,0.06593406593406594,0.314410480349345,0.07934508816120907,0.32142857142857145
11,0.04,0.5595156499885766,0.3131189064827257,0.6641381099696312,0.059555555555555556,0.32682926829268294,0.075,0.3333333333333333
12,0.01,0.4146675805346127,0.4016627055980401,0.41730126479435303,0.3383977900552486,0.4117647058823529,0.33663366336633666,0.31949882537196556
12,0.012,0.42220699108978754,0.39319649933780704,0.4273526538805192,0.30656934306569344,0.39399624765478425,0.30642201834862387,0.29170305676855895
12,0.014,0.4283755997258396,0.38220651025487756,0.4404248995895889,0.2558667676003028,0.3576719576719577,0.2836676217765043,0.2903225806451613
12,0.016,0.4247201279415124,0.36505049170454434,0.4456438283980008,0.22464898595943839,0.33410672853828305,0.23486238532110093,0.2810098792535675
12,0.018,0.44185515193054603,0.3668609392462912,0.4678425005158955,0.21257237386269645,0.33247089262613194,0.22201492537313433,0.28743961352657005
12,0.02,0.4608179118117432,0.3581444045728616,0.4931736388539223,0.18085106382978725,0.29310344827586204,0.19702970297029704,0.2741046831955923
12,0.022,0.4701850582590816,0.35701996190501534,0.5088542204768997,0.17145270270270271,0.32273449920508746,0.18609625668449198,0.2648401826484018
12,0.024,0.4761251999086132,0.35004175960921796,0.5266133397391455,0.15353371242891958,0.34177215189873417,0.16286644951140064,0.26455026455026454
12,0.026,0.485720813342472,0.344933204861313,0.5441774517505242,0.14067524115755628,0.35714285714285715,0.14592760180995476,0.25748502994011974
12,0.028,0.4889193511537583,0.3397053125231591,0.5580161088262242,0.13177710843373494,0.39503386004514673,0.12853773584905662,0.2607655502392344
12,0.03,0.5012565684258624,0.3340287508845914,0.5775516766979776,0.11232449297971919,0.36,0.11990407673860912,0.273972602739726
12,0.032,0.5092529129540782,0.32859249438949695,0.5883922435067902,0.10869565217391304,0.3698630136986301,0.1039119804400978,0.25297619047619047
12,0.034,0.5149645876170893,0.3237931230962601,0.601668507082212,0.09558823529411764,0.3644859813084112,0.09759036144578313,0.2773972602739726
12,0.036,0.5250171350239891,0.31564869471091045,0.6162984954793725,0.08333333333333333,0.3310104529616725,0.08372641509433962,0.27307692307692305
12,0.038,0.5396390221612977,0.31622097725065473,0.6360272493185274,0.06803939122649955,0.30278884462151395,0.08848484848484849,0.32158590308370044
12,0.04,0.540324423120859,0.3106378368467436,0.6438366453279397,0.06426056338028169,0.32882882882882886,0.07729468599033816,0.3386243386243386
14,0.01,0.3989033584647019,0.3869601479767699,0.3987762746988949,0.32750759878419455,0.34730056406124094,0.34335443037974683,0.3229166666666667
14,0.012,0.41855151930546036,0.3927348904435446,0.41917940480533333,0.3205013428827216,0.32107623318385653,0.32749003984063746,0.33441822620016276
14,0.014,0.4187799862919808,0.3777980823827014,0.42309123266354637,0.2732290708371665,0.29261083743842364,0.29328914664457334,0.3129973474801061
14,0.016,0.43614347726753483,0.387814361431446,0.4497864721673722,0.26120689655172413,0.3300653594771242,0.2769485903814262,0.32938856015779094
14,0.018,0.4436828878227096,0.38023217084984035,0.4630193792688254,0.2297410192147034,0.3262158956109134,0.2590909090909091,0.3114754098360656
14,0.02,0.4391135480923007,0.36675414667671813,0.4686463120309914,0.197172034564022,0.3289646133682831,0.23283858998144713,0.30609756097560975
14,0.022,0.45807630797349785,0.36505164354800623,0.49223693687345293,0.19063270336894,0.3357452966714906,0.20553359683794467,0.2829931972789116
14,0.024,0.4601325108521819,0.3566858317949551,0.5043468416641592,0.1799227799227799,0.36984126984126986,0.17476732161323683,0.2717041800643087
14,0.026,0.4615033127713045,0.3448069917139531,0.5145172196402016,0.166156202143951,0.3747841105354059,0.14389989572471323,0.2518248175182482
14,0.028,0.46538725154215216,0.34457571258238756,0.5245841051443864,0.1486090775988287,0.3881453154875717,0.15274725274725276,0.281947261663286
14,0.03,0.47543979894905186,0.3426299585151738,0.5419830231851706,0.13890963405526513,0.3866943866943867,0.14021739130434782,0.296551724137931
14,0.032,0.4802376056659813,0.33215255953101064,0.5551518435175804,0.10817120622568094,0.33095238095238094,0.13655913978494624,0.3264781491002571
14,0.034,0.4893762851267992,0.3222955145552892,0.5721701705374833,0.10311750599520383,0.34308510638297873,0.10594594594594595,0.2890855457227139
14,0.036,0.49280328992460587,0.31161387660970935,0.5847069510644948,0.08238172920065252,0.3126934984520124,0.0962566844919786,0.30716723549488056
14,0.038,0.5092529129540782,0.31096758089979787,0.6030436942274899,0.07545533391153512,0.30103806228373703,0.0907103825136612,0.3132075471698113
14,0.04,0.5081105780214759,0.29998956507665414,0.6110727310427087,0.06735751295336788,0.30952380952380953,0.07272727272727272,0.29694323144104806
16,0.01,0.40118802832990635,0.3915710734208873,0.3985084846792917,0.35655737704918034,0.33931357254290173,0.35383447228549736,0.328400281888654
16,0.012,0.40941283984464244,0.38893341999387837,0.40955147895568356,0.3201347935973041,0.32148900169204736,0.32248062015503876,0.3227307990690458
16,0.014,0.41375371258853094,0.3815731135519988,0.41797850904963935,0.28653530377668307,0.32616822429906545,0.3007646559048428,0.30360205831903947
16,0.016,0.4059858350468357,0.36987280777023807,0.41824941481671246,0.2580899763220205,0.3303030303030303,0.2679738562091503,0.3091423185673893
16,0.018,0.41946538725154214,0.3737713323948475,0.4370886049745735,0.2412672623883022,0.32709251101321585,0.2620408163265306,0.3309278350515464
16,0.02,0.4201507882111035,0.3586361846076669,0.44583549848629994,0.2159468438538206,0.32138442521631644,0.21862011637572734,0.3040462427745665
16,0.022,0.4270047978067169,0.35530356067939156,0.459102089865577,0.20740103270223753,0.3187830687830688,0.19641401792991034,0.3097686375321337
16,0.024,0.44665295864747545,0.36382171577122685,0.4854174325681722,0.20304568527918782,0.3463203463203463,0.19019442096365174,0.3218884120171674
16,0.026,0.44002741603838247,0.34488819547131583,0.48749279353332703,0.1735340729001585,0.3427230046948357,0.16289592760180996,0.2912621359223301
16,0.028,0.4537354352296093,0.3509773529123373,0.5072947930195074,0.16460587326120557,0.37302977232924694,0.16682375117813383,0.32181818181818184
16,0.03,0.448480694539639,0.3345219526045968,0.5095863319748717,0.13871473354231975,0.3416988416988417,0.14887640449438203,0.31610337972166996
16,0.032,0.46812885538039756,0.3328804183413285,0.5344831777888738,0.12489927477840451,0.3276955602536998,0.1381048387096774,0.30580357142857145
16,0.034,0.4870916152615947,0.3392697108767981,0.5601639119959428,0.1205733558178752,0.3325581395348837,0.13418217433888344,0.3468354430379747
16,0.036,0.4765821338816541,0.32290045109756754,0.5587428157726118,0.1016949152542373,0.3133159268929504,0.11753731343283583,0.3631123919308357
16,0.038,0.48777701622115605,0.30671455283630394,0.5776005415342853,0.0757439134355275,0.25609756097560976,0.09730250481695568,0.3289902280130293
16,0.04,0.48686314827507426,0.30431603783208555,0.5838620534986874,0.07015985790408526,0.2696245733788396,0.09430438842203548,0.36727272727272725
18,0.01,0.3824537354352296,0.3729953934928458,0.3773113596049803,0.34881756756756754,0.30774962742175854,0.35294117647058826,0.30919220055710306
18,0.012,0.4043865661411926,0.38670094889570317,0.40281592233765834,0.3172995780590717,0.3081967213114754,0.34321372854914195,0.3328290468986384
18,0.014,0.4068997029929175,0.37805147431419456,0.4084419242472897,0.2943201376936317,0.3064516129032258,0.30800990916597853,0.31187290969899667
18,0.016,0.4167237834132968,0.3794959808143646,0.4250776415780059,0.2830820770519263,0.33235004916420846,0.2723543888433142,0.30127041742286753
18,0.018,0.4231208590358693,0.37671587875816975,0.4377320693392025,0.2560581583198708,0.3419633225458468,0.25982905982905985,0.3018867924528302
18,0.02,0.4260909298606351,0.3696024568964395,0.4460170903647689,0.2326158940397351,0.32636469221835074,0.24333619948409285,0.3096280087527352
18,0.022,0.4254055289010738,0.3624478453243278,0.4517257549099983,0.22544283413848631,0.35,0.21317157712305027,0.2946107784431138
18,0.024,0.4219785241032671,0.3485999218236497,0.45609341843972806,0.20417633410672853,0.35772357723577236,0.1822262118491921,0.27102803738317754
18,0.026,0.437742746173178,0.3539191549324788,0.47724046111300694,0.19568690095846644,0.361890694239291,0.17985611510791366,0.2932551319648094
18,0.028,0.42723326479323737,0.33765678512672936,0.476814797570188,0.16462480857580397,0.3467741935483871,0.16283185840707964,0.3011456628477905
18,0.03,0.4391135480923007,0.3365501951638237,0.4948826137825894,0.15944272445820434,0.3626760563380282,0.14570135746606336,0.2854609929078014
